;sars_cov2_rna [gc/(d*100000 capita)];median_7d_sars_cov2_rna [gc/(d*100000 capita)];new_cases [1/(d*100000 capita)];median_7d_new_cases [1/(d*100000 capita)];quantification_flag [{Q: >LOQ,D: >LOD,N: <LOD}];flow [m^3/d]
2020-10-02;;;2.416273056451613;;;
2020-10-05;;;10.477651491935484;;;
2020-10-06;;;13.696242233870969;;;
2020-10-07;;;9.646568620967743;;;
2020-10-08;;;10.461178887096775;;;
2020-10-09;;;8.844418427419354;;;
2020-10-11;;;6.793924508064515;9.646568620967743;;
2020-10-12;;;23.35219643548387;10.461178887096775;;
2020-10-13;;;30.61440029032258;10.461178887096775;;
2020-10-14;;;23.362529241935484;10.461178887096775;;
2020-10-15;;;32.24001493548387;23.35219643548387;;
2020-10-16;;;40.10425605645161;23.362529241935484;;
2020-10-17;;;15.293483298387098;23.362529241935484;;
2020-10-18;;;16.88561437903226;23.362529241935484;;
2020-10-19;;;70.90870608064516;30.61440029032258;;
2020-10-20;;;65.94884049193548;32.24001493548387;;
2020-10-21;;;72.30471438709677;40.10425605645161;;
2020-10-22;;;66.73148637903226;65.94884049193548;;
2020-10-23;;;87.62100465322581;66.73148637903226;;
2020-10-24;;;50.31493748387097;66.73148637903226;;
2020-10-25;;;59.5261252983871;66.73148637903226;;
2020-10-26;;;132.15961754032259;66.73148637903226;;
2020-10-27;;;120.58755638709677;72.30471438709677;;
2020-10-28;;;94.33387747580645;87.62100465322581;;
2020-10-29;;;110.59000016935482;94.33387747580645;;
2020-10-30;;;91.03418529032257;94.33387747580645;;
2020-10-31;;;53.16018538709677;94.33387747580645;;
2020-11-01;;;50.51471741129032;94.33387747580645;;
2020-11-02;;;140.5034951935484;94.33387747580645;;
2020-11-03;;;110.39583853225807;94.33387747580645;;
2020-11-04;;;86.0726147016129;91.03418529032257;;
2020-11-05;;;106.55551426612905;91.03418529032257;;
2020-11-06;;;101.7232676532258;101.7232676532258;;
2020-11-07;;;59.123296499999995;101.7232676532258;;
2020-11-08;;;20.718847266129032;101.7232676532258;;
2020-11-09;;;129.1249966451613;101.7232676532258;;
2020-11-10;;;113.84462825;101.7232676532258;;
2020-11-11;;;89.53277128225807;101.7232676532258;;
2020-11-12;;;102.81490271774193;101.7232676532258;;
2020-11-13;;;85.30004623387097;89.53277128225807;;
2020-11-14;;;37.71545236290323;89.53277128225807;;
2020-11-15;;;37.829900467741936;89.53277128225807;;
2020-11-16;;;98.5318733064516;89.53277128225807;;
2020-11-17;;;63.85066375;85.30004623387097;;
2020-11-18;;;69.91038935483871;69.91038935483871;;
2020-11-19;;;73.20746619354838;69.91038935483871;;
2020-11-20;;;55.546499879032254;63.85066375;;
2020-11-21;;;52.654660685483876;63.85066375;;
2020-11-22;;;48.123418282258065;63.85066375;;
2020-11-23;;;86.15269528225807;63.85066375;;
2020-11-24;;;44.2236114516129;55.546499879032254;;
2020-11-25;;;57.505403572580654;55.546499879032254;;
2020-11-26;;;81.9300165483871;55.546499879032254;;
2020-11-27;;;51.52138592741935;52.654660685483876;;
2020-11-28;;;42.997520774193546;51.52138592741935;;
2020-11-29;;;32.19358537903226;51.52138592741935;;
2020-11-30;;;98.34116134677419;51.52138592741935;;
2020-12-01;;;75.87566333870967;57.505403572580654;;
2020-12-02;;;71.55093222580645;71.55093222580645;;
2020-12-03;;;72.49772160483872;71.55093222580645;;
2020-12-04;;;78.84654838709679;72.49772160483872;;
2020-12-05;;;38.83893021774194;72.49772160483872;;
2020-12-06;;;24.94585314516129;72.49772160483872;;
2020-12-07;;;91.37401571774193;72.49772160483872;;
2020-12-08;;;53.93555018548386;71.55093222580645;;
2020-12-09;;;126.95392503225807;72.49772160483872;;
2020-12-10;;;94.14195039516129;78.84654838709679;;
2020-12-11;;;95.64714585483871;91.37401571774193;;
2020-12-12;;;56.59704450806451;91.37401571774193;;
2020-12-13;;;34.601084516129035;91.37401571774193;;
2020-12-14;;;95.91416392741935;94.14195039516129;;
2020-12-15;;;79.65201337096775;94.14195039516129;;
2020-12-16;;;70.86669507258064;79.65201337096775;;
2020-12-17;;;60.71552210483871;70.86669507258064;;
2020-12-18;;;56.282040604838706;60.71552210483871;;
2020-12-19;;;49.533921879032256;60.71552210483871;;
2020-12-20;;;28.384234040322582;60.71552210483871;;
2020-12-21;;;84.55662858064515;60.71552210483871;;
2020-12-22;;;60.02261873387097;60.02261873387097;;
2020-12-23;;;63.571471411290325;60.02261873387097;;
2020-12-24;;;32.7861486532258;56.282040604838706;;
2020-12-25;;;32.79843125806452;49.533921879032256;;
2020-12-26;;;38.03016645967742;38.03016645967742;;
2020-12-27;;;28.185064540322575;38.03016645967742;;
2020-12-28;;;61.936667943548386;38.03016645967742;;
2020-12-29;;;66.27100601612904;38.03016645967742;;
2020-12-30;;;64.38673690322581;38.03016645967742;;
2020-12-31;;;62.200771225806456;61.936667943548386;;
2021-01-01;;;40.17459943548387;61.936667943548386;;
2021-01-02;;;41.8299729032258;61.936667943548386;;
2021-01-03;;;32.18881077419355;61.936667943548386;;
2021-01-04;;;66.08895816129032;62.200771225806456;;
2021-01-05;;;50.65004707258064;50.65004707258064;;
2021-01-06;;;23.348761008064514;41.8299729032258;;
2021-01-07;;;45.31787225;41.8299729032258;;
2021-01-08;;;28.195949717741932;41.8299729032258;;
2021-01-09;;;15.240581491935483;32.18881077419355;;
2021-01-10;;;12.07505939516129;28.195949717741932;;
2021-01-11;;;40.49381154032258;28.195949717741932;;
2021-01-12;;;26.80133868548387;26.80133868548387;;
2021-01-13;;;20.722132967741935;26.80133868548387;;
2021-01-14;;;21.961600887096775;21.961600887096775;;
2021-01-15;;;24.391659782258063;21.961600887096775;;
2021-01-16;;;16.082171620967742;21.961600887096775;;
2021-01-17;;;10.472936725806452;21.961600887096775;;
2021-01-18;;;20.127069596774195;20.722132967741935;;
2021-01-19;;;10.486236330645161;20.127069596774195;;
2021-01-20;;;13.678302443548388;16.082171620967742;;
2021-01-21;;;10.46209325;13.678302443548388;;
2021-01-22;;;7.953043403225806;10.486236330645161;;
2021-01-23;;;5.640486008064516;10.472936725806452;;
2021-01-24;;;6.4352652016129035;10.46209325;;
2021-01-25;;;9.65896620967742;9.65896620967742;;
2021-01-26;;;6.472925370967742;7.953043403225806;;
2021-01-27;;;4.840358717741935;6.472925370967742;;
2021-01-28;;;8.857387451612903;6.472925370967742;;
2021-01-29;;;2.409175822580645;6.4352652016129035;;
2021-01-31;;;1.1602444435483872;6.4352652016129035;;
2021-02-01;;;9.67693770967742;6.472925370967742;;46989.0
2021-02-02;;;12.064087911290322;6.472925370967742;;45502.0
2021-02-03;;;19.31840294354839;8.857387451612903;;47961.0
2021-02-04;;;13.723535217741937;9.67693770967742;;44919.0
2021-02-05;;;12.072451072580645;12.064087911290322;;46221.0
2021-02-06;;;9.20764860483871;12.064087911290322;;90400.0
2021-02-07;;;4.02321214516129;12.064087911290322;;144382.0
2021-02-08;;;15.29860041935484;12.072451072580645;;72108.0
2021-02-09;;;13.218791951612904;13.218791951612904;;88821.0
2021-02-10;;;11.236360411290322;12.072451072580645;;77126.0
2021-02-11;;;11.238119766129032;11.238119766129032;;59898.0
2021-02-12;;;7.238968911290323;11.236360411290322;;57800.0
2021-02-13;;;7.232934330645162;11.236360411290322;;51780.0
2021-02-14;;;;;;50493.0
2021-02-15;;;7.59622235483871;11.236360411290322;;53110.0
2021-02-16;;;6.4412595;7.59622235483871;;49482.0
